Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
327,24.9973,196.5668,78.6804,-0.456,-5.609,-5.226,10.662,9.967,19.012,3.442,-6.283,-4.191,6.719,-8.194,-9.943,7.903,-7.946,15.0,2.158,1.944,16.378,-16.272,18.154,-21.887,72.653,-7.32,0.0,6.878,-14.144,-18.224,42.364,68.116,0.0,-49.834,0.0
328,24.9929,196.6193,78.6798,-0.422,-5.607,-5.239,10.643,9.879,19.008,3.419,-4.588,-4.225,6.697,-8.281,-9.911,7.877,-5.952,15.0,1.933,1.861,16.506,-14.862,19.66,-74.157,58.304,-7.267,0.0,6.929,-14.468,-18.211,42.766,68.271,0.0,-49.69,0.0
329,24.9861,196.6755,78.679,-0.385,-5.606,-5.268,10.62,9.787,19.006,3.407,-3.151,-4.259,6.678,-8.365,-9.853,7.822,-3.761,15.0,1.775,1.78,16.626,-13.783,20.806,-45.274,48.731,-7.21,0.0,6.983,-14.71,-18.214,42.971,68.375,0.0,-49.544,0.0
330,24.9786,196.7353,78.6783,-0.348,-5.602,-5.302,10.588,9.705,19.055,3.5,-4.301,-4.296,6.624,-8.463,-9.81,7.918,-5.475,15.0,1.791,1.703,16.686,-13.631,21.056,-33.959,43.225,-7.15,0.0,7.039,-14.767,-18.269,42.983,68.405,0.0,-49.401,0.0
331,24.9716,196.799,78.6775,-0.31,-5.596,-5.339,10.559,9.616,19.104,3.562,-4.801,-4.337,6.574,-8.559,-9.749,7.912,-4.085,15.0,1.882,1.622,16.724,-14.158,20.504,-50.221,49.162,-7.087,0.0,7.097,-14.74,-18.349,42.936,68.414,0.0,-49.265,0.0
332,24.9655,196.8668,78.6766,-0.271,-5.59,-5.373,10.523,9.517,19.124,3.552,-2.483,-4.383,6.518,-8.661,-9.69,8.036,-7.237,15.0,1.857,1.525,16.806,-13.745,21.054,-66.371,42.819,-7.022,0.0,7.16,-14.825,-18.401,43.019,68.488,0.0,-49.142,0.0
333,24.9623,196.939,78.6757,-0.232,-5.574,-5.435,10.48,9.429,19.2,3.692,-4.659,-4.436,6.45,-8.758,-9.595,8.081,-7.41,15.0,2.029,1.437,16.815,-14.631,20.124,-39.873,53.413,-6.954,0.0,7.225,-14.705,-18.505,42.935,68.504,0.0,-49.042,0.0
334,24.9624,197.0154,78.6749,-0.194,-5.55,-5.517,10.437,9.338,19.283,3.797,-5.651,-4.498,6.374,-8.856,-9.483,8.126,-7.751,15.0,2.105,1.333,16.856,-14.778,20.013,-4.775,54.631,-6.885,0.0,7.293,-14.673,-18.574,42.907,68.59,0.0,-48.971,0.0
335,24.9636,197.0964,78.6742,-0.157,-5.523,-5.614,10.392,9.252,19.404,3.949,-7.831,-4.568,6.29,-8.955,-9.363,8.126,-6.738,15.0,2.248,1.228,16.866,-15.475,19.253,-4.089,63.372,-6.813,0.0,7.365,-14.57,-18.656,42.843,68.673,0.0,-48.927,0.0
336,24.9655,197.1833,78.6733,-0.121,-5.496,-5.731,10.353,9.163,19.539,4.073,-9.182,-4.646,6.2,-9.054,-9.221,8.117,-5.634,15.0,2.42,1.124,16.86,-16.476,18.118,-29.955,76.747,-6.74,0.0,7.441,-14.432,-18.747,42.788,68.754,0.0,-48.903,0.0
337,24.9676,197.2766,78.6723,-0.086,-5.469,-5.868,10.316,9.068,19.675,4.173,-9.687,-4.731,6.104,-9.153,-9.059,8.05,-2.6,15.0,2.604,1.03,16.854,-17.553,16.879,-75.62,91.939,-6.662,0.0,7.52,-14.23,-18.805,42.195,68.812,0.0,-48.896,0.0
338,24.9691,197.3765,78.671,-0.053,-5.441,-6.026,10.284,8.983,19.875,4.255,-9.249,-4.825,6.006,-9.255,-8.889,8.119,-4.773,15.0,2.823,0.95,16.827,-18.638,15.6,-134.431,103.872,-6.581,0.0,7.604,-14.028,-18.916,42.122,68.891,0.0,-48.908,0.0
339,24.9692,197.4829,78.6696,-0.019,-5.417,-6.207,10.259,8.89,20.083,4.31,-7.994,-4.925,5.9,-9.357,-8.689,8.159,-5.936,15.0,2.961,0.864,16.828,-19.31,14.769,-48.488,111.585,-6.496,0.0,7.692,-13.894,-19.003,42.063,68.967,0.0,-48.943,0.0
340,24.9672,197.5956,78.6679,0.014,-5.394,-6.414,10.24,8.783,20.272,4.302,-4.476,-5.029,5.782,-9.462,-8.461,8.301,-10.42,15.0,3.002,0.769,16.864,-19.394,14.643,37.456,112.303,-6.407,0.0,7.784,-13.849,-19.061,42.062,69.043,0.0,-49.005,0.0
341,24.9632,197.7156,78.6658,0.051,-5.375,-6.647,10.228,8.681,20.521,4.426,-5.408,-5.135,5.65,-9.559,-8.172,8.328,-10.438,15.0,3.126,0.677,16.871,-20.149,13.75,110.961,120.0,-6.314,0.0,7.88,-13.709,-19.14,41.966,69.034,0.0,-49.096,0.0
342,24.9566,197.8423,78.6636,0.091,-5.358,-6.904,10.225,8.567,20.758,4.543,-6.54,-5.241,5.507,-9.656,-7.852,8.399,-11.974,15.0,3.033,0.561,16.958,-19.555,14.396,128.066,116.46,-6.218,0.0,7.98,-13.772,-19.174,42.162,68.954,0.0,-49.215,0.0
343,24.9466,197.9753,78.6615,0.126,-5.343,-7.19,10.237,8.464,21.074,4.527,-3.212,-5.347,5.356,-9.751,-7.514,8.259,-6.585,15.0,2.979,0.448,17.029,-19.403,14.545,128.648,117.06,-6.119,0.0,8.082,-13.773,-19.182,42.001,69.038,0.0,-49.354,0.0
344,24.9329,198.1144,78.6599,0.158,-5.325,-7.507,10.251,8.353,21.383,4.599,-3.153,-5.452,5.187,-9.838,-7.136,8.226,-4.815,15.0,2.882,0.327,17.118,-19.227,14.737,131.203,117.78,-6.017,0.0,8.186,-13.781,-19.181,41.738,69.003,0.0,-49.502,0.0
345,24.915,198.2599,78.6588,0.184,-5.305,-7.856,10.256,8.242,21.696,4.613,-0.712,-5.559,5.0,-9.917,-6.729,8.117,-0.506,15.0,2.846,0.228,17.194,-19.124,14.864,129.508,118.399,-5.911,0.0,8.292,-13.7,-19.21,41.405,68.856,0.0,-49.658,0.0
346,24.8912,198.4135,78.6583,0.207,-5.279,-8.239,10.253,8.126,22.014,4.58,3.199,-5.669,4.796,-9.989,-6.29,8.151,-2.063,15.0,2.807,0.134,17.264,-19.098,14.9,127.608,118.172,-5.801,0.0,8.401,-13.648,-19.301,41.683,68.667,0.0,-49.833,0.0
347,24.8598,198.5761,78.6587,0.226,-5.244,-8.657,10.252,8.066,22.567,4.763,0.412,-5.778,4.563,-10.049,-5.798,8.13,-1.879,15.0,2.779,0.048,17.333,-19.192,14.819,126.082,116.892,-5.684,0.0,8.513,-13.551,-19.4,41.767,68.371,0.0,-50.034,0.0
348,24.8183,198.7489,78.6602,0.24,-5.198,-9.122,10.236,7.998,23.108,5.058,-6.374,-5.883,4.299,-10.092,-5.244,8.095,-1.852,15.0,2.788,-0.028,17.391,-19.804,14.165,109.3,120.0,-5.563,0.0,8.627,-13.396,-19.521,41.741,67.992,0.0,-50.254,0.0
349,24.7636,198.9309,78.6633,0.247,-5.142,-9.642,10.209,7.935,23.682,5.215,-9.115,-5.978,3.965,-10.099,-4.605,8.056,-1.868,15.0,2.618,-0.126,17.537,-19.333,14.77,126.968,114.596,-5.44,0.0,8.735,-13.459,-19.592,41.807,67.68,0.0,-50.429,0.0
350,24.6899,199.1203,78.6683,0.244,-5.075,-10.237,10.173,7.88,24.309,5.377,-12.277,-6.065,3.581,-10.081,-3.897,8.011,-2.021,15.0,2.377,-0.23,17.719,-18.536,15.766,150.0,103.915,-5.315,0.0,8.84,-13.599,-19.651,41.89,67.348,0.0,-50.595,0.0
351,24.5883,199.3157,78.6754,0.229,-4.996,-10.94,10.128,7.834,24.988,5.544,-15.861,-6.146,3.15,-10.039,-3.118,7.96,-2.31,15.0,2.066,-0.34,17.939,-17.414,17.154,64.057,89.414,-5.186,0.0,8.943,-13.817,-19.698,41.991,66.997,0.0,-50.751,0.0
352,24.4544,199.5164,78.6847,0.204,-4.905,-11.764,10.073,7.797,25.718,5.715,-19.865,-6.221,2.67,-9.973,-2.27,7.902,-2.734,15.0,1.684,-0.456,18.196,-15.965,18.933,-21.887,71.092,-5.053,0.0,9.044,-14.113,-19.733,42.109,66.627,0.0,-50.898,0.0
